tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
MASTER,Fe2DktuFza-_S3S3btLayPMTWKDJHPbqr4R_u3ACPGSJiHA,주제파악 원딜러,122,315,298,False,False,True,True
MASTER,yGLzZWzlf__x8jEvXQcPwGc0LZIaQJG7FtgYNWOoJCc3mByXG2xdlVY_lg,sorrysryjggap,59,225,183,False,False,True,True
MASTER,34s0gwPE7WS_107Ph--Kc4CyfEGdeJftE1T4C0Z-emzcPQ,이사쟝,42,56,43,False,False,False,False
MASTER,9vKUTaRALdl1hXlwj_uaz5yZJJmCvq99iP2NgoH60thVt7A,내가정글인데왜짐,63,162,145,False,False,True,False
MASTER,KovUQFavlhzszEODJI_BKeAAF1i_B3q_OrNnFvDZyPvj4y0,Headshrinker,65,289,260,True,False,False,False
MASTER,7vnfiEsiSFN5jBbzXVof6mIWq73CrPUW6cfrSlulcJ3yuIUCZ-0KoftnwA,M1jinxuanshi,0,94,59,False,False,True,False
MASTER,tCX51hbq9iAXo_0YAz6dXDOrntqfYxUvdfuhasRjtlPHmdo,CC거는챔좀 제발,119,93,44,False,False,True,False
MASTER,W5nYCUJnT9r8TeZMFp3VFUuUJX-7iD2EerzFHvJSFgTDfPUsnNkoa0Qr9g,뜨아아아악,0,154,141,False,False,False,False
MASTER,kPj7qgk_MA_rtm2GWO9uz1uNPZfX0MHPFWINJwnC7uiK7g,웅오레,17,437,393,False,False,True,True
MASTER,3n34xedvdA5gDUvcOaQDjfI4WWsTQrra97OOAiDs6Zmhr2od2B-EJf5MAg,yangxue2,96,202,173,False,False,True,False
MASTER,fntLADTHj3fvYuZO_mi9mNvTiA9hCjI2nleQXbJvWr1ZeA,정재만,65,157,143,False,False,True,False
MASTER,HYCuwf_D4lcd3pEQWBMkik_xqohqDeEnto25UThx5BJIH6xy83znRdDJ0g,sakuradog,22,112,63,False,False,True,False
MASTER,jYFV9ldneAu4ok_1F4luosfC6NGShihHMm476W7XbWnJRiI,렝 길,20,259,240,False,False,False,False
MASTER,ENJH0BcliWbMsHRvDbPSfQGLOOzKwEBcauMnL2N7kxiLTVE,참새크면멧돼지,0,403,392,False,False,False,False
MASTER,flDcE16Tgz9ehV_dx6jQnEvLQBtcYy01wAxotqFjq-0q1gE,빵사와인직아,17,499,476,False,False,True,False
MASTER,bIvh0dLXEYCRgLSTeDelfVQckYczzy2f9pK_mKFee6INbmE,TES XianQun,0,46,36,False,False,True,False
MASTER,jyZvyn-ZJ33ZtbvSu0ZwGecVsnuV4QEXQajpbS9WGkBC9gUC,이기돌이,76,757,748,False,False,True,False
MASTER,3lh6Z2kgyCUVN-77BsLDXlMpXa4am3pd0J9a3ckEgJZEj1k,밤새 널 생각해,37,77,39,False,False,True,True
MASTER,AW7Q-Gcw-Z1LBhcMg39mzTldLxJzw10jkfIJa6LjOKxZe5Dk-DHWSL146w,flawu,49,122,91,False,False,True,True
MASTER,QAErARj9CTvrHp2wPZEcGabagO9ZnXAZzIgmHdAdvZ1d-pQ,순해요,48,87,69,False,False,False,False
MASTER,WR5yxXtt4hF_WHBJ2htdNaFNTjh8ASQMWV56JNCf7zwLFeI,Flyer I,1,47,36,False,False,False,True
MASTER,K3suXaNFR4uidN8lQ8LVMyqIciYpW7F2h1hiCpGvbCW-8a8,donko12,14,111,98,False,False,True,False
MASTER,HqYR9htT8lma_Mza0ydAwT-XN7SlxJjssRwJ9GBdEpFQ-g,무결점 탑솔러,1,217,198,False,False,True,False
MASTER,AGC9ODMLUTrwwcERp9QOu9g2Sa7Y4_2LGq9CXO16RFqScUg,텐비 서프 라테일,21,77,44,False,False,True,False
MASTER,MVaRsaxSw0UD3axQzM9qmkORhM8sZXzNrt6u7VgZLvtrwdc,저 그 사람 아님,39,73,42,False,False,True,False
MASTER,pfMbxpuryFqid-9U50n6hU4v2mI3bKejEfABvsp7IMkMsuk, Paratus1,0,275,270,False,False,True,False
MASTER,rmOZ10jvvJ6HIUpIPODOLV67u9jPAAGRk5XHbffzQ8GFGg0,백종원 팬,173,123,96,False,False,False,False
MASTER,Uy6WhuP2hdvYpQjivwidFEaszLfjZb2k0va1TfV8Wjebsw,야 엄준식 넣을께,13,114,106,False,False,True,False
MASTER,Y338bXRPasqn1kyqIjns4o_8ScNiRqzBC12ylrLKRuz0o7I,엉숭이,80,93,61,False,False,False,False
MASTER,Q14R5R2DIexe8FndsECjQS5XspLC34qYZ0Yk3XRmITg78mo4kUAUXJ2OlA,Hegforelly,71,395,368,False,False,False,False
MASTER,USRiLqRNBen3OO2dr0FKravfnNVOUwElpk5jTay96OTgL5lv,카나오 네즈코,129,195,170,False,False,False,False
MASTER,r716ZgShZ9GRaNceMZqmP-n3Z_f9rb-WlvDrCGdNFmV0Sw,AD Jiayo,1,51,44,False,False,True,False
MASTER,VgX2GwSRK2ybdSoQw0wprZbNjAJgZTzL7bC_dX0CEGiw1A,두번째하마찌,52,121,94,False,False,False,False
MASTER,xmZwAgy6qSolG9CvQa_FoCdzQ2ImLPKulR8TeDVUf4-OWqU,AWZY,116,117,98,False,False,True,False
MASTER,9a6uKI7o-y7LFqlzyywfc_KPgA3vxw2U3oMTa1Rf54vv5IE,ADC242SH,74,163,148,False,False,False,False
MASTER,Sg8E6dI02fyQIYizRcLq08EQI_ZSxO7wP3BEJ4q1uZNi3w,붉은깃털,76,144,131,False,False,True,True
MASTER,jD4wlF1kDPT7WrODJwtogqu1_eBvCqA-i100K5UI4kcrnGs,Imagine Legends,25,203,171,False,False,True,True
MASTER,0dVFx20bvP2M7_GnwqjsTvjHWhD8QqLgGAg8nB6pWGnHcug,버프열심히드려요,33,126,109,False,False,True,False
MASTER,doV9XxIWH-Pxik_2_T0jgPUh5goioptMwMCAnsOOfgYmvt8,dustmqdydrPwjdzz,165,56,43,False,False,False,True
MASTER,eOw_E5fZ-bsSklRxjPqBNebSWO04fdZFyZJbGKOdqtDl-A,28세의피지컬,105,113,92,False,False,False,False
MASTER,gK_nsZweAX43_3aSrCeuYJZ-R-noVEuqiQBraG2vofv6Xag,갓누붕이,1,112,99,False,False,True,False
MASTER,541ntfRmvbwC3CP_q8Bm6KXQdNai6gqnpJqi8AcArcCHiw,천하무쌍,1,45,29,False,False,True,True
MASTER,tONdBzg-9uZUpZ1hi-lhtvqpA5OGiVbmOC5t8xDtN5oI-aDH,ChelIo,0,53,32,False,False,False,False
MASTER,_C1elV8tIhtwt-CbUexCl8Uok4QGLScTd6TTMMIOEHcmifI,ts 1989,0,153,124,False,False,False,False
MASTER,THgz8WV_AnKHRFq_u3Dei_JlUkXeKl-PTNSPNNXJfhmvjHw,기묘진123,0,275,272,False,False,True,False
MASTER,1KnckAZ5IWlfsiByN6GOtvVldIwEh9ryNNqraX8NzUmOeSk,산신의기운,0,79,67,False,False,False,False
MASTER,ZI08XUH-ciWUmsNCZPmkm6ensCSda9MysoLC73V1kojSVw,사랑은뜨겁게,96,252,230,False,False,False,False
MASTER,xZPs-llzUqMzA4S8m_C9bj5T8Qe9JBmq9Ci-UCu7Q-pBJFU,승지부기,1,17,12,False,False,True,True
MASTER,TX-M9pvTWW9GPLy3PwdRYIeTPFAXFxufz1P-xeTwqFdlKA,직장인 큐베,72,187,182,False,False,True,False
MASTER,uQtyifl984CTmvPii_bd7LfptfyTMbhHUkkow9pU88imh04,the shield of AD,30,138,91,False,False,False,False
MASTER,k5gcquI63pYJ6Yl1_1fpACYn_g5w9_f1jS30OFmfLfZZPS90OD1xxL4spg,xcxxxxxxxxxxxxxx,148,345,306,False,False,True,False
MASTER,puU1PcuWgx30Cuv3UfdxFOAbtSbJDF5xq7SsaqJtYTOmuQ,사 무,55,140,117,False,False,False,False
MASTER,2AUzg3iW44RimNJc61pjlpzYD_0brcmoufVkPkFFealhObo,돼지는깨끗해요,0,302,262,False,False,False,False
MASTER,Tmp31sEM_8NJg5wNuSr3ql_PntlEyCO8lD17xNOkI-t5xfI,열심히는했어요,136,282,250,False,False,False,True
MASTER,h6X7sJGWZXmfbgGidH1yaOYH4OEG4aHLnKoxktDQV2dKw_0,Gen G Dokgo,17,84,62,False,False,False,False
MASTER,zYWH955HeEWT4jx7HxCSUVPIhtnUWek8hY7wfZC3UHRYt-w,모범생인척하지마,73,133,100,False,False,True,False
MASTER,qYKGIPetVB7q--98rJNRHC1AdJYPNotcWJTxPAGI4S68D-o,Yodle,135,143,129,False,False,False,False
MASTER,XRgaweVTPM-IxPsQ3WneDYZS0AgwS-GQRXZzGrvEH5VC9lfJ9sS-zg-izA,연패하면 쉴게요,0,391,371,False,False,False,False
MASTER,sT-Qs1ceVl5o-JwsdQgtXTu4PK-_B-A7Zx-PWGe9_5pEWpg,1처형 900골드,61,66,53,False,False,False,False
MASTER,2QZSxIWbnVtM0OHsp0HgEyWjrlV-F_K_MxkKqDVbBsMXpQw,유학생 손들어,34,158,147,False,False,False,False
MASTER,wSOdgRwIMGJW5vKDaoC4At5GxrZFZiOtA4MhWVy3gZZ4iJg,Zero94,57,170,129,False,False,False,False
MASTER,FgSoMH9UbKO6w9S0Vul4s3KauEOGcPgPobAATIjcK_kLuTreavoL-3pvMQ,Xiaohaithresh,88,96,65,False,False,False,False
MASTER,s29Dl16GM954cVRGWMDLcnHGvE8ZyLllLzF0IXllZk7xaVw,Better Top,0,161,139,False,False,True,False
MASTER,R3E8kvx9HXLcMQBksubnF-7dXgu6nbpezN7WLumX0v6QnSQ,캐 인 ,83,424,427,False,False,False,False
MASTER,nMLMl1FEduHmOGbLnNvqM1DhMrSOj5MljpengQquc5t_xmM,크라켄의 호흡,28,145,136,False,False,True,False
MASTER,YIt-DxHADQT7F100UsYFMgDwt5oFVPDK1l0F2G1cfrLTSBU,작은 소우주,75,265,255,False,False,True,False
MASTER,-Bf0ot2MP4V-FZcMhL6D6R8JbAMLttUuqIX1wJqaDBJigw,Ze Solo,204,112,37,False,False,False,True
MASTER,OUEdmGELmlTvzpcMJIuveMRdJ15_MbJtUaMHwBTOu6Y9QgsVDvymTvs5NQ,Bauk1otze,22,214,166,False,False,True,False
MASTER,--5Fm9kQAPQE5TLCkLhped4l2QWBVK0gBzWwu4kBIZPLjWE,염소밥,0,53,19,False,False,False,False
MASTER,1kPfNldIY3qHVQLG8BXHJPkIPer6g36ecQo3rwwC91FTvDPb,숨 고르기,1,60,41,False,False,True,True
MASTER,skwIrleYs3jTxvUWAYeTSBBBXHHE48GBtIIX0AiPzXQmjhc,뎡 서,81,54,42,False,False,False,False
MASTER,Pyb3pAX_1g7XmqpHMU-sh7Eb20x59FJECCH4mOG-0IV4ZhgGl18y63U7gQ,덕소리 김상남자,1,181,141,False,False,False,False
MASTER,dEXz0vfc_OzojJHD0xnz2RrYWWEO9ZzP8iBhefrEm2BvlvI,Larc en Ciel,112,71,58,False,False,True,False
MASTER,NYIV8tPg_hhNzFojPfjSJiWYlXod7EVEVkosOckU45TsdH8,2020년8월,0,122,95,False,False,True,False
MASTER,hX5VBo3NSVhE0034_Z4srSHyfA2SVR5tMD_GA6hHBMiSgw,아이번맨3,120,53,34,False,False,True,True
MASTER,UjspLTMZd6mzFkymv7zRuSU6yh72YLQOaLlj0OxBa27vEjI,어비니케리,83,125,91,False,False,True,False
MASTER,NFz0aHxGCE0VJoEq__PJVfhOvMzUunCLInHfB4s579k-bhoP,melt you,9,47,40,False,False,True,False
MASTER,VHN4A3b76fppLhR8_hZpePxN1XXj9BU-5939GrLQl7K9ciw,프렐요들탈리야,0,111,101,False,False,False,False
MASTER,NrpbLqI_OeZQX-PoWXLMe-cQN9wQwSz84uYk5cA5PaBasS8,Tlcc 1 Camille,100,296,256,True,False,False,False
MASTER,3so2XqZz_dhPccVQFIwpyNWE0C1xEUUXuE7XaIAHFR6BmOk,내가주는선물이야,17,200,182,False,False,False,False
MASTER,u6BTbRhBYdhJgcO494IFKbvEk0xK_pW7V9u-v1U1xvSkjQ,완굽남,9,507,496,False,False,True,False
MASTER,Yp5yUtQDLQiQ5Jvnkz5h0TmAZ_HMeGLeuTSwALSxfWGjDT78,벽 빈,104,474,463,False,False,True,False
MASTER,ah4xOJEm1dVjmePyOoKyRO_O02wzHCgJCQAC1h2c8Yl7vOqyFdV_wJpEpg,빙의인간1,239,174,139,False,False,False,True
MASTER,oCdmwmnf5ru2Db2HLiOiMVyWX26BKisxSveWnddi7qQar4s,큐즈익스,8,149,134,False,False,False,False
MASTER,4_QvkNy1cC4KhPp6qA3jYCHG4_h4jf4EkhSAHtYhkj-8rA,Eyes,157,202,193,False,False,True,True
MASTER,kHw59ieQfFeWmSYym7Fyzo7Wj_1PQczcXItaUkifN6jwmCc,Liiv KABBIE,77,124,108,False,False,True,False
MASTER,l6y0RYhLhyEoklHMD5XoQG4bqvAU2fuWXw_zqNVwFNq3Lwc,가벼운 바람,200,308,292,False,False,True,False
MASTER,piAbykVwRZhzXWeLOP1vW4U4e9zytouOE3rGa-t9WntZX7w,정글의화신,0,158,111,False,False,False,False
MASTER,PVvuTKKsOv1sXvrPp3kTYwozFos7qKDH6SxdIH2ykHT0hd4,wjdrmftnfuswnd,36,188,174,False,False,False,False
MASTER,mxvbmU5McmOB_4YehE7Uo_rBZS3rHEmzt7c93UJ-FCYDX4A,피들 권위자,43,104,87,False,False,False,False
MASTER,Dn3JDn0alwIlV9g-Q7_hnaxiM0U3i4u56BMx3dkBqnO8Urw,Homura,1,62,50,False,False,True,False
MASTER,bhi29y9RiPEli9C_WAzcSgXYdKN-FKgNcWr6MKlYoR8n_g,ReksaiI,16,469,412,False,False,False,False
MASTER,kaTYOUKSXBa3qnhYXDl2FAJBgQtS0BSMXL_D-hOMt2W_Oa0,홍푸는 짱구라구,16,233,196,False,False,True,False
MASTER,pe_0zbpy1LYXFQyxhvHO-_1kOHXsSUcHXWMfs-bkcUNcHKw,다딱이 거나zz,112,197,190,False,False,False,True
MASTER,GYausYvpft6OuaBvE1LXvDYSUgOLAnQr9muHEL2Emtnfjc8,조광희3,0,51,10,False,False,True,False
MASTER,qdiJ8KbaMR_pa3smOrcuqs8OdywmQMst0XZAPmK5hCTsYfc,Fox B jingjing,86,350,341,False,False,False,False
MASTER,NdWT9slGq98zaJZWTJI31cghhFcYIdrY3SBqE5355MokxAk,Do u know cvmax,26,269,254,False,False,False,False
MASTER,dl8eig5XClwtJYYeZaLXhXYMlyEfFonDWmlk7fGY1-8lUj8,이소민바라기선우,79,301,289,False,False,True,False
MASTER,H6Wm-YgF97XquNg6ZND3LO6SvgxgXnqtetmb9cAqPwtIyw,팀운좋은 코끼리,1,188,174,False,False,True,True
MASTER,hHLgzAvJ8fHC5mclTAxayaIZQtVtt39cLnyLhmlV82qkZRJj,멍붕이,22,440,429,False,False,True,False
MASTER,p1oKrNRAibZbd3dxTW1vzAnzPtjdoREGN0OsRx5hYDu1fX8,ALL FOR ADc,0,109,103,False,False,True,False
MASTER,zqhEngFYuXlaYLiTqZLmzH1T7eozWovWrpcJ2RWKyMSeuzQ,IllIlIIlIIllIIIl,1,49,41,False,False,False,True
MASTER,Ok8Lla0tdJYETulL--kz3VPI7-AmIqA20yTPseTUBzgN-XU,인내의결정체 1,87,51,34,False,False,False,False
MASTER,7qplpvRzIGZCT3va04wd1pUMJU9YcA8KMc8sWu7akyZsjw,대포내꺼 퉤퉤,184,49,39,False,False,True,False
MASTER,LxqXq6lLf6gcnb6FK6tjmuRH-nlu5WNftRtUB7emCjyXrkvF1QiH29hCVA,XOSS,32,28,18,False,False,False,False
MASTER,48aU1Zl3_2iZjULbF7o8qTC2C_itVUkYxsR24R9Ds7_P_Hw,허니버터 코딱지,0,144,116,False,False,True,False
MASTER,IqAvZAM9eafjSgrHHEoto4t2dtIp9l65-ThWKnaAYgaEclM,이번시즌에는꼭,138,123,108,False,False,False,False
MASTER,DqQ7sI93LYZIhOBgmcHju7gwi6DAocO6UKgBUGG5EXBqkXM,농심 DnDn,81,364,356,False,False,True,False
MASTER,fXTZty5mFpd8ZmlPQsamdIQdz_hBcLLapxSY1oQlvHGQV0vu,caIl on me,45,279,253,False,False,True,False
MASTER,Asf4J8CtOY5n-QBLI95w26_bV6EJ-Tt1Ffm2G25we8kWiRc,베토벤 바러이스,43,196,177,False,False,False,False
MASTER,TeDTdUEj8_UcWL_ksLp_lOR1dPocnA-FNsry0oVojfHAii8,지누캐리,43,167,153,False,False,False,False
MASTER,5LeXZ1B_VfxlD7gy4zgKpnpgMIAwUOADMf0beG1_hKFtQ6g,연우랑함께놀자,145,78,43,False,False,False,False
MASTER,Qr-45nGXi2WDd9IiQaYOMTkV6Bg5aFadSarIz_nVMz1tEyM,Tia Ray,83,212,192,False,False,True,False
MASTER,QQxVEdTZ0rGlnfnRiAitGMjCJZImd8fu9rUjZ2Oe8su6e9Y,괴물주I이,0,26,22,False,False,False,False
MASTER,1ZbHiPiuVAVmBdM05sa-COH6FUbbclME6OpumqSZej4b3iA,12314421312313,81,300,290,False,False,True,True
MASTER,bVmJ9CBgnlmPMbtejbSUfr4iVIegXoq8UQ_cQ0POyJiwpnE,Nnight,13,370,346,False,False,True,False
MASTER,aczm0-R06XzHbKc71WczS_VJkqrFUAXcXe5FrOHkV80eKJ1ACxOs_Oh8aA,98kLOL,62,157,118,False,False,True,False
MASTER,a6j5PHphmmLq2CkfF-Crx4eBAzOHner16GFV92cM0L0dzg,등껍질있다,18,193,163,False,False,True,False
MASTER,_xb9oM2oqoJ3SWhH48E3-dElGAyfixugmbA6Curyjk7YFxg,간절한 벙댕이,36,126,119,False,False,False,False
MASTER,sb_yrIWNQjrIL4gH1l-M1Ez-yh0ULi0BAxqguOvSi03yN0iv,Shadow Blaster,0,204,197,False,False,True,False
MASTER,o2MyrEtNtnlZC6sKb4LuBfdjnn439QdyZxCqVltbd_zSSjs,szpt,47,475,460,True,False,False,False
MASTER,t2F_diJIlJqDV7LIX32V-AqOWNu4nKiI0Y2sCplzm8wuCmxP57SMduEfyA,HDODCC,180,339,311,True,False,False,True
MASTER,AkirkUC4uk_BF0vMWR8Ozy6lZ9Sq129Imj5USDxMX6V-2hY,Shadow Pungyeon,65,560,546,False,False,True,False
MASTER,byHGi4PHEjhWbjD_bDiGA6DngVCGhD5Wz9_HPp8mQaZSbv5KxnV6IfzMkA,hulatang,187,436,410,True,False,False,False
MASTER,HLnLrFbfQz_2w8LPP-Uc1FqS7uGVIDGv4CkMszQRRJQfng,야속한나이26,79,30,16,False,False,False,False
MASTER,LXnnPve6mLqKXFaMiXKNIhUDybJzdZAApZrYMTZF9vmvhgc,박넹이,15,37,25,False,False,True,False
MASTER,9pyiCTKFHBs--sGaLMX0L1JpA2cNblR-BU2uI719a0UYd9rT,Saturday Mornlng,147,319,305,False,False,True,False
MASTER,2XvDVaCVciYy25KLOgVGorXgmseDBCPsE1_qFayGEk2fLA0,ylsf,37,182,177,False,False,False,False
MASTER,3UqriY5ZAoxzQGNEODbS7axTfDUHq_cgWEGVVTv1PIBBUMc,An쏘닉,15,79,70,False,False,True,False
MASTER,ryKVRUXLVFJLAPiRzvGVjfCZxa8gyZB3e8BIVeTyVtrX5HTKoEz6wrHUfQ,qhmd,86,274,224,False,False,True,False
MASTER,R58gHQThxJHEuI4VB-HbzSvC2O-nigbpMZwoYrdc7HeVZIT3qDNYdyntug,6 fu xing,106,151,110,False,False,True,False
MASTER,IKq2aXf--iPZNmnZKEgsKEeiIsdMvskRER-NBxyy8hKDInw,uluvz,230,258,235,False,False,False,True
MASTER,vAHWbHoIatJ9gAARgai59N0Zdm0oa_VePjiEiCZ5udJxdpk,e dal,41,415,406,False,False,True,False
MASTER,3nBc7KQVHAyTo6sX10k8CNyNh8abUALc-BUpofrrFWmtuFc,대치동에이스,18,321,307,False,False,True,True
MASTER,61QuAkptoXVZR4qpKJyPAGu8azIe-88hXPrk_Cajrukdu3Y,한국 사자,0,183,160,False,False,True,False
MASTER,hf1XGb9zBpnuQxnS77PE8FsxxWxmTLS9VsI6f2SVOG8baR4,한를2,15,194,191,False,False,False,False
MASTER,OlTRGbr3mEIWv3lWvqLJc4ujkw9sGOCPxoVbq-M7cvxiMw,지구본,14,69,58,False,False,False,False
MASTER,3XubmQos7eqlWfV4m5NpyTJdVdMdx9NIh3o2uQ-oe8MYsBw,Last  Summer7,32,183,163,False,False,False,False
MASTER,e3EvPncHdi4HuBeZjebuYyL1VtXpnuCpbEnHXXWKTUa3H18,쪼꼬맹이 미니,32,314,297,False,False,True,False
MASTER,fs4aOxv0goG_7pGFvptmrOsoko4XIB6H0-ayZE9_aB1TORc,혜수님의 노예,19,284,258,False,False,True,False
MASTER,5qk0idXFMwnQM9l3v8TViFNYawqQje1vb6wbm-_19Jszu7c,폴 루,65,137,120,False,False,True,False
MASTER,AbrGE5BaXupvkdvs-6mgum_1BVZcCKLe5urb_nBDUqIO6gU,supzz,93,161,139,False,False,False,False
MASTER,krwd7Mbs-RFUWrIQ-eAnd4v_usx1y0sz0_rXMn5VG4MRL10,카타형,33,300,289,False,False,False,False
MASTER,ZqjXqXf-uh0TiaqoM63FrfgXlXECX71tABesVeofV17s2FATIMou7FVtPg,Tovoday,177,101,54,False,False,True,False
MASTER,KrAVeqMgykq5zkq207pvuPORfkXuoURaDBzDmHooB12sHMOJAUGvYrjKzw,의문의 암살자 B,79,65,45,False,False,False,False
MASTER,AKvwVTax44OeGBfphUPzIKYomKTvuFwNPpNapOvTgSQ-hRU,아리티라,120,38,12,False,False,False,False
MASTER,3Jm0SxhhSEA35H1_Zfs5-0zW0Jeqj2NxJ_gVNX432afPCNk,Cheese Omelet,134,124,103,False,False,True,False
MASTER,RUuLBbk7KTnXIoRZ7AGmREZfRb9cpWmOrIIPuh2MM-ZFaAXi,haoye,293,292,271,True,False,False,False
MASTER,VGdhLcoOY2OaWOsKubDozNDNUAokRWU7Q8ClDboGVAav1bs,you yuan wu fen,35,145,102,False,False,True,False
MASTER,1jImWNxboqHbHx2-IGdRApN6tIlEDvxD3HS5PlcEPemahsE54h47wiubkQ,퉤 봉,16,122,99,False,False,True,True
MASTER,XjvSmZzoqtCpgMbNGuWVXOXlhedZ3oB0ZyGF_L6wTFTauCk,도구의 요정,35,56,51,False,False,False,False
MASTER,LKZ2B293ugKzWU2_j4AUvfpPh7nHkWkk8GagOJyT7kCr5iA,나도좀이길래,94,194,173,False,False,False,False
MASTER,nOm42xoWWZiwlsvd1a8N6vdYgv3SiG8nEs58GiiBdUekJ_4,한자마루,27,65,39,False,False,False,False
MASTER,75Kryi3WTxRgUSkFiMPycCcPZkREL5mNgw_Gl2lcIaqrzg,차가운별똥별,14,88,75,False,False,True,False
MASTER,8m0QwaQln74NpW_CUzHstIpHb2VeCwlJILri-kA2tnWc1Ug,Be a Good person,39,190,184,False,False,False,False
MASTER,UQVwgM3P2T2De2it93niR6cOswBo1aJg-mD_LXFHfmZB67uRqpRb2O2Ryg,나를막지마1,155,59,30,False,False,True,True
MASTER,P4asULEUeVGawXGd9RE-lGOneoLyjYhGylAgGguA5rF4xTY,현민이응꼬,1,48,44,False,False,True,False
MASTER,yklAT7BFzILbB8BEBhcxWBq0WpGhobtPmAU_Un6QYhtsBD0,푸만두,0,62,36,False,False,True,False
MASTER,2Ca8CKf0ohgNG8kyOAVy7N3BkOxBfoR9beRk6Z3KYvhrZb4AXN1X0DMaxA,AAA quankoko,217,114,79,False,False,True,False
MASTER,4YUzV5o86VRIag_0Pr9RRjysLDonBpRClv1K9B38kvuKAAs,대구시민1,105,324,310,False,False,True,False
MASTER,ins9QQE9EsqjtnrM702ujJU9jx3ZJjvyXf0bQiAUtM8C2gQ,베인장인요맨,1,159,161,False,False,True,False
MASTER,3Ike9feWRkvABd27EUrs1OwEYjbSkHLnUbxcqJxeTzHARA,째끼춘,105,155,127,False,False,False,False
MASTER,GJzipOvRCrty3ShjB0r5DQSb9UXQq-m7TZIAVN_zmuQXeZk,마법소녀 마도카 마기카,1,36,22,False,False,True,False
MASTER,KHqfy7Fqcx_ZaFWcNR_OyIgfi74w7Yt4t4F597Pq4qAn2Q,Taehuning,90,282,219,False,False,True,False
MASTER,yKlWsakLFnR7wumeuUYByt9PeZfeq4jZEO9zbSha9EDZGHc,실패에서성공으로,19,62,44,False,False,False,False
MASTER,hlCTYnQGZ_bn2lSEGG0yS5V8bz1OygenOGd4PkUW1G0ixZrB,zhxw,1,62,35,False,False,True,True
MASTER,A2-lHI9quug_v977ONh-CJ9iGHyw8ZBSsgkFgPvDyu3QwGk,Cuansheng,1,120,94,False,False,True,False
MASTER,GdTQSPW56zzfvG2G3nt8KixbPQ2v-wgT3IO3X-yKyL-JIw,콩알탄콩콩,50,188,182,False,False,False,False
MASTER,3oPW0r_GAUgclOBpmgtyfkhaeZKSnJMOMPfbdHdkY-NaDKs,야무진 DPS,0,187,177,False,False,False,False
MASTER,FuGjXbMRYfk8L7UFgH8xpyTQ68nj9Z-Ef3AIp_FMMOz89yI,Ceolguring,122,54,36,False,False,False,False
MASTER,yHxxN5MfyGkN5yz8t4ISzQ8UZo46enySOUKKxPgULnRHys0,realion,185,264,241,False,False,False,False
MASTER,Ao4P-eYudEJh2JCuliiy3IUtMxtMmZk7sCJpJmw7-ToadyQ,xiaoxiaoshutiao,137,71,53,False,False,True,False
MASTER,AfWe09q5deCsAWSMG7k9-j6xrgW37hpN8RF_TFr15MUcv-U,하뭉이내끄,39,350,332,False,False,True,True
MASTER,em09EAI1VH2nbNK_dXTHyiOq_Vwzv54JyMCPe0JsyrCBDNY,사이버예절,209,319,293,False,False,True,True
MASTER,IDzuj8z4z8e3kfkOLzokFEntSAm3RK9YhZjl063Ne8N84zAGfr1s_Aqkmg,ekdldkguadhwmd,0,456,447,False,False,True,False
MASTER,nw-KJUHnNqzUvuv9vbEak89uz_hniNq3V1P_ICoHNvACRL4,푸다다닥푸닥닥,0,184,169,False,False,False,False
MASTER,uzZmb2mPfJw-T3werpPODpG1Qj5V2AY11K8Sqn89HCGeU7A,Chole 00,166,97,75,False,False,False,False
MASTER,1bifabsNGnILrLm0eXxhDuOgXUqf_VO6ByueYHB7du0u_-I,더는 없다,70,241,228,False,False,True,True
MASTER,rezLnKA6_gsbqOK7Q7fu71m5EFjMWpMozP4wW6KFQR96F1s,랜턴 타줄래,1,188,158,False,False,True,False
MASTER,l6gz7r9nDzxSfy8hi0o3Qdf3d_MxiKXC3JGjEoVjVATjIA,HLE Key1,92,127,124,False,False,True,False
MASTER,Uxy1pIeml9BTP0rdzZ4gHdLVRVydiWZ5hfXgVQymxvMXTQ,롤 재미없어요,1,187,177,False,False,True,False
MASTER,unmyUfCggKGXsE4CeJ7GH4xfOtRKSN-tbJ2ZuCEwjlfbuU8,아이러니,103,89,63,False,False,True,True
MASTER,jyhEgEtdViD7_5ClwYr0x5AH7Cl5ZGZy0hNLsM5riZ-BANjq,anyelieshou1,260,331,292,False,False,True,True
MASTER,TjdpF7ZcqhcdU7_z635BWaC8jXBCPeAkcRfWVVrdfiD_6vv7WRPu67fuCQ,해마다2,232,84,46,False,False,True,False
MASTER,BywLUGrFZOP2bhAninBoRAQkQMJH2xb58feEi4avhE3n5kc,All day long you,190,119,101,False,False,True,True
MASTER,zPhtEUXgSKrVt6urf20jNLb8unjVA-sCc_uaHntlBHDTgguI8fAp-AoZFA,zxcfjsadtnk,88,130,107,False,False,True,False
MASTER,5Yv4cis8LTv0Ow3__qFZ2UDni69wwPoSi3l7JvFUmrSsyA,날뜩한 칼,1,20,15,False,False,True,True
MASTER,pfyZxNV__IkqTXWy3nkVVhSdQp8DhL2-_0FsRp6oK4RUfmg,아프리카TV 9밍,90,316,311,False,False,True,False
MASTER,gM78rD6osTd82ZKavcw2e4A95v6_rSWDyHJYtlKHffkaoug,QRR평평평,0,60,30,False,False,True,False
