assists,champLevel,creepsPerMinDeltas,csDiffPerMinDeltas,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,goldEarned,goldPerMinDeltas,goldSpent,kills,lane,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,role,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalTimeCrowdControlDealt,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas
22.0,16.0,"{'10-20': 1.4, '0-10': 0.4}","{'10-20': 0, '0-10': -0.9000000000000001}",34894.0,2391.0,12560.0,"{'10-20': -139.20000000000005, '0-10': -38.79999999999998}","{'10-20': 890.5, '0-10': 801.0999999999999}",4.0,12702.0,"{'10-20': 453.79999999999995, '0-10': 324.8}",11950.0,8.0,JUNGLE,149.0,30.0,80.0,6,16026.0,1212.0,17210.0,NONE,27.0,169384.0,19325.0,24821.0,14136.0,24.0,263.0,10582.0,963.0,455.0,39.0,8.0,9.0,10.0,True,"{'10-20': 99.50000000000003, '0-10': -1.9999999999999858}","{'10-20': 558, '0-10': 374.4}"
12.0,16.0,"{'10-20': 2.9, '0-10': 0.4}","{'10-20': 1.7, '0-10': -0.10000000000000003}",36627.0,3326.0,17906.0,"{'10-20': -625.6999999999999, '0-10': -38.599999999999994}","{'10-20': 654.2, '0-10': 624.7}",1.0,13783.0,"{'10-20': 443.9, '0-10': 399.6}",12575.0,12.0,JUNGLE,148.0,17.0,76.0,5,17668.0,729.0,16075.0,NONE,16.0,202827.0,35494.0,20043.0,8739.0,52.0,324.0,13687.0,1716.0,116.0,28.0,5.0,4.0,8.0,True,"{'10-20': 278.5, '0-10': 121.99999999999997}","{'10-20': 599, '0-10': 398.2}"
4.0,12.0,"{'10-20': 2.5, '0-10': 0.2}",,17421.0,3402.0,13084.0,,"{'10-20': 1161.8, '0-10': 630.1}",5.0,9816.0,"{'10-20': 614.3, '0-10': 249.8}",9250.0,7.0,JUNGLE,105.0,27.0,57.0,5,17492.0,1979.0,15180.0,NONE,19.0,116047.0,14999.0,19916.0,8435.0,31.0,392.0,9456.0,976.0,342.0,27.0,5.0,5.0,5.0,True,,"{'10-20': 560.7, '0-10': 355.9}"
7.0,11.0,"{'10-20': 0.2, '0-10': 0}","{'10-20': -2.2, '0-10': -1.4000000000000001}",6120.0,906.0,2508.0,"{'10-20': -850.7, '0-10': -535.1}","{'10-20': 273.4, '0-10': 139.1}",1.0,6416.0,"{'10-20': 338.4, '0-10': 252.5}",6000.0,0.0,JUNGLE,105.0,8.0,73.0,8,3430.0,912.0,2344.0,NONE,13.0,294946.0,2941.0,4125.0,2779.0,2.0,115.0,286240.0,160.0,108.0,15.0,0.0,1.0,4.0,True,"{'10-20': 106.80000000000001, '0-10': -116.4}","{'10-20': 490.5, '0-10': 299.9}"
8.0,16.0,"{'10-20': 2, '0-10': 0.6}","{'10-20': 1.1, '0-10': 0.39999999999999997}",46750.0,2943.0,35809.0,"{'10-20': -277.49999999999994, '0-10': 21.100000000000023}","{'10-20': 842.4000000000001, '0-10': 789.8}",2.0,14696.0,"{'10-20': 537.5, '0-10': 323.5}",12075.0,9.0,JUNGLE,205.0,18.0,136.0,9,37529.0,2291.0,18298.0,NONE,11.0,265496.0,25106.0,28700.0,15945.0,50.0,301.0,9868.0,1210.0,1127.0,47.0,5.0,13.0,6.0,True,"{'10-20': 123.1, '0-10': 67.6}","{'10-20': 630.7, '0-10': 442.79999999999995}"
16.0,16.0,"{'10-20': 0.5, '0-10': 0.1, '20-30': 1.2000000000000002}","{'10-20': 0.3, '0-10': 0.1, '20-30': -0.09999999999999998}",45977.0,748.0,38545.0,"{'10-20': -62.5, '0-10': 482.09999999999997, '20-30': 493.90000000000003}","{'10-20': 901.9000000000001, '0-10': 952.4, '20-30': 1511}",2.0,12408.0,"{'10-20': 409.5, '0-10': 327.4, '20-30': 385.3}",11475.0,4.0,JUNGLE,175.0,16.0,97.0,2,116889.0,5794.0,27464.0,NONE,22.0,187622.0,9822.0,37812.0,20680.0,22.0,224.0,18176.0,1110.0,461.0,41.0,7.0,10.0,7.0,True,"{'10-20': 172.6, '0-10': 75.89999999999998, '20-30': 72.6}","{'10-20': 530.2, '0-10': 368.1, '20-30': 597.7}"
6.0,13.0,"{'10-20': 1.8, '0-10': 0.7}","{'10-20': -0.8999999999999999, '0-10': 0.5}",25351.0,0.0,13881.0,"{'10-20': -197.4999999999999, '0-10': -85.60000000000002}","{'10-20': 1029.3000000000002, '0-10': 870.3}",2.0,8936.0,"{'10-20': 467.2, '0-10': 303.7}",7375.0,7.0,JUNGLE,103.0,5.0,69.0,1,109567.0,10380.0,17552.0,NONE,112.0,129579.0,11963.0,20253.0,11435.0,25.0,438.0,11022.0,720.0,653.0,21.0,3.0,4.0,9.0,True,"{'10-20': 114, '0-10': -38.5}","{'10-20': 513.3, '0-10': 396.5}"
11.0,12.0,"{'10-20': 1.4, '0-10': 1.4}",,812.0,812.0,14379.0,,"{'10-20': 788.1, '0-10': 280.8}",5.0,6634.0,"{'10-20': 205.3, '0-10': 169.8}",4800.0,2.0,JUNGLE,4.0,0.0,0.0,8,4186.0,811.0,9392.0,NONE,15.0,20910.0,6341.0,14542.0,2480.0,34.0,112.0,5791.0,572.0,1359.0,47.0,10.0,5.0,27.0,True,,"{'10-20': 240.70000000000002, '0-10': 283.9}"
19.0,15.0,"{'10-20': 1.6, '0-10': 0.8}",,17880.0,1488.0,26177.0,,"{'10-20': 1249.2, '0-10': 783.7}",4.0,10769.0,"{'10-20': 414.5, '0-10': 349.6}",9050.0,5.0,JUNGLE,122.0,15.0,79.0,10,47490.0,5400.0,18591.0,NONE,32.0,137303.0,13155.0,29372.0,15187.0,37.0,205.0,8251.0,1281.0,1967.0,36.0,8.0,6.0,11.0,True,,"{'10-20': 528.6, '0-10': 425.2}"
10.0,14.0,"{'10-20': 2.1, '0-10': 1}",,28959.0,1314.0,16609.0,,"{'10-20': 1196.4, '0-10': 959.9}",3.0,11939.0,"{'10-20': 531.5, '0-10': 518}",11525.0,9.0,JUNGLE,112.0,0.0,79.0,6,105156.0,11933.0,15231.0,NONE,11.0,135621.0,15558.0,24576.0,14151.0,35.0,398.0,24773.0,3625.0,1461.0,36.0,3.0,9.0,4.0,True,,"{'10-20': 555.2, '0-10': 474.5}"
8.0,14.0,"{'10-20': 8.6, '0-10': 6.699999999999999}",,10703.0,2366.0,4405.0,,"{'10-20': 437.6, '0-10': 412.20000000000005}",2.0,13569.0,"{'10-20': 851.3, '0-10': 258.3}",11800.0,14.0,JUNGLE,32.0,8.0,20.0,9,112673.0,16351.0,6866.0,NONE,18.0,126245.0,18860.0,10046.0,4046.0,160.0,144.0,12706.0,2093.0,297.0,7.0,0.0,2.0,5.0,True,,"{'10-20': 714.9, '0-10': 289.2}"
9.0,16.0,"{'10-20': 0.6, '0-10': 1.4}","{'10-20': -0.8, '0-10': -0.30000000000000004}",30423.0,9302.0,30259.0,"{'10-20': -582.8000000000001, '0-10': -323.29999999999995}","{'10-20': 927.4, '0-10': 731.7}",5.0,15736.0,"{'10-20': 335, '0-10': 415.8}",13425.0,15.0,JUNGLE,147.0,24.0,99.0,2,25233.0,2523.0,15080.0,NONE,14.0,229120.0,28383.0,25240.0,10404.0,56.0,177.0,10394.0,918.0,799.0,43.0,11.0,10.0,11.0,True,"{'10-20': -151.79999999999998, '0-10': -15.900000000000006}","{'10-20': 441.1, '0-10': 390.5}"
15.0,18.0,"{'10-20': 0.4, '0-10': 1, '20-30': 1}","{'10-20': -0.7000000000000001, '0-10': 2.7755575615628914e-17, '20-30': -0.29999999999999993}",47130.0,2251.0,34619.0,"{'10-20': 179.80000000000013, '0-10': 289.79999999999995, '20-30': 542.6}","{'10-20': 1079.4, '0-10': 717.7, '20-30': 1542.2}",6.0,16454.0,"{'10-20': 481.9, '0-10': 413.4, '20-30': 430.6}",14150.0,13.0,JUNGLE,177.0,27.0,95.0,4,179207.0,26214.0,28404.0,NONE,23.0,225477.0,32140.0,43623.0,20273.0,28.0,148.0,30861.0,3363.0,4310.0,42.0,16.0,8.0,13.0,True,"{'10-20': 202.80000000000004, '0-10': 111, '20-30': 183.89999999999998}","{'10-20': 580.8, '0-10': 437, '20-30': 591.8}"
10.0,14.0,"{'10-20': 0.5, '0-10': 0.1}","{'10-20': -1.4, '0-10': -1.5}",23394.0,2188.0,13516.0,"{'10-20': -82.20000000000005, '0-10': 35.10000000000002}","{'10-20': 885.2, '0-10': 663}",5.0,10180.0,"{'10-20': 447.5, '0-10': 230.8}",9375.0,5.0,JUNGLE,106.0,10.0,67.0,4,21746.0,1328.0,16752.0,NONE,26.0,122811.0,17789.0,25901.0,11081.0,14.0,100.0,11408.0,468.0,585.0,29.0,11.0,5.0,11.0,True,"{'10-20': -34, '0-10': -121.3}","{'10-20': 480.3, '0-10': 292.9}"
8.0,11.0,"{'10-20': 1.2, '0-10': 0.4}","{'10-20': 0.6, '0-10': 0.1}",7672.0,408.0,13517.0,"{'10-20': 487.69999999999993, '0-10': 157.99999999999994}","{'10-20': 1162.9, '0-10': 968.4}",4.0,8137.0,"{'10-20': 433.4, '0-10': 237.8}",7250.0,4.0,JUNGLE,92.0,18.0,51.0,7,55411.0,6494.0,14909.0,NONE,14.0,79838.0,7987.0,23117.0,12223.0,17.0,572.0,6368.0,370.0,858.0,29.0,4.0,8.0,4.0,True,"{'10-20': 275.20000000000005, '0-10': -38.900000000000006}","{'10-20': 399.8, '0-10': 301.5}"
10.0,13.0,"{'10-20': 1.1, '0-10': 0.4}","{'10-20': -0.09999999999999992, '0-10': 0.30000000000000004}",22632.0,2016.0,14506.0,"{'10-20': 613.9000000000001, '0-10': 198.20000000000005}","{'10-20': 1406.1, '0-10': 957.7}",3.0,10137.0,"{'10-20': 567.3, '0-10': 385.1}",8300.0,9.0,JUNGLE,144.0,15.0,89.0,6,129041.0,10922.0,19048.0,NONE,133.0,146395.0,12492.0,23913.0,13610.0,18.0,475.0,7367.0,568.0,1078.0,29.0,2.0,7.0,5.0,True,"{'10-20': 363.9000000000001, '0-10': 103}","{'10-20': 725.7, '0-10': 395.8}"
21.0,14.0,"{'10-20': 1, '0-10': 1.7000000000000002}","{'10-20': -1.5999999999999996, '0-10': 1.1}",38852.0,888.0,33639.0,"{'10-20': 436.6, '0-10': 296.40000000000003}","{'10-20': 1636.8000000000002, '0-10': 923.1}",2.0,11197.0,"{'10-20': 408.9, '0-10': 359.1}",8950.0,4.0,JUNGLE,128.0,12.0,71.0,9,18347.0,1165.0,25586.0,NONE,37.0,143726.0,11356.0,35177.0,23947.0,40.0,424.0,66986.0,980.0,613.0,16.0,4.0,0.0,6.0,True,"{'10-20': 115.20000000000002, '0-10': 84.7}","{'10-20': 496.8, '0-10': 435.6}"
9.0,14.0,"{'10-20': 2.3, '0-10': 0.3}","{'10-20': 0.8, '0-10': -2.7755575615628914e-17}",30861.0,1549.0,9882.0,"{'10-20': 123, '0-10': 332.79999999999995}","{'10-20': 1004.9, '0-10': 974.2}",1.0,9768.0,"{'10-20': 579.2, '0-10': 299.3}",9525.0,2.0,JUNGLE,158.0,24.0,106.0,3,17524.0,1410.0,15400.0,NONE,2.0,169369.0,10556.0,20491.0,14917.0,26.0,140.0,19577.0,351.0,456.0,23.0,3.0,7.0,5.0,True,"{'10-20': 401.9, '0-10': -48.19999999999999}","{'10-20': 725.5999999999999, '0-10': 379.1}"
12.0,15.0,"{'10-20': 0.5, '0-10': 0.6}","{'10-20': -0.39999999999999997, '0-10': -0.1}",32497.0,482.0,19683.0,"{'10-20': 678, '0-10': 164.89999999999998}","{'10-20': 1312, '0-10': 947.9}",7.0,15124.0,"{'10-20': 647.7, '0-10': 395.3}",13125.0,14.0,JUNGLE,148.0,6.0,95.0,9,131353.0,22098.0,18590.0,NONE,29.0,168442.0,30499.0,34228.0,17043.0,20.0,250.0,19954.0,3577.0,1511.0,31.0,30.0,6.0,6.0,True,"{'10-20': -21.5, '0-10': -33.99999999999997}","{'10-20': 518.2, '0-10': 375.20000000000005}"
11.0,12.0,"{'10-20': 1.2999999999999998, '0-10': 0.2}","{'10-20': -1.6653345369377348e-16, '0-10': -0.9}",12152.0,414.0,16868.0,"{'10-20': -564, '0-10': -180.8}","{'10-20': 763.5, '0-10': 647.8}",1.0,8099.0,"{'10-20': 387.3, '0-10': 295.20000000000005}",7600.0,4.0,JUNGLE,77.0,17.0,32.0,10,55127.0,5060.0,9721.0,NONE,18.0,81561.0,7246.0,16581.0,5665.0,20.0,428.0,10350.0,948.0,122.0,38.0,6.0,4.0,13.0,True,"{'10-20': 135.9, '0-10': -104.70000000000002}","{'10-20': 519.7, '0-10': 295.29999999999995}"
8.0,14.0,"{'10-20': 4.5, '0-10': 0.4}","{'10-20': 4.4, '0-10': 0.2}",28707.0,2800.0,17686.0,"{'10-20': -129.39999999999998, '0-10': 61.19999999999993}","{'10-20': 978.4000000000001, '0-10': 976}",3.0,10498.0,"{'10-20': 489.29999999999995, '0-10': 306.4}",9425.0,5.0,JUNGLE,95.0,0.0,59.0,4,114353.0,9291.0,19175.0,NONE,22.0,132077.0,11841.0,26172.0,11806.0,61.0,354.0,10499.0,2325.0,1638.0,29.0,8.0,10.0,8.0,True,"{'10-20': 67.90000000000003, '0-10': -115.60000000000005}","{'10-20': 555.3, '0-10': 351.4}"
6.0,13.0,"{'10-20': 1.6, '0-10': 0.8}","{'10-20': 0.7000000000000001, '0-10': -0.39999999999999997}",12624.0,1000.0,14831.0,"{'10-20': -310.59999999999997, '0-10': -254.5}","{'10-20': 1154.2, '0-10': 620.4}",4.0,10889.0,"{'10-20': 589.8, '0-10': 421.8}",9125.0,13.0,JUNGLE,115.0,15.0,70.0,7,15335.0,1051.0,13895.0,NONE,9.0,127250.0,19477.0,18167.0,7186.0,24.0,269.0,6851.0,1255.0,519.0,18.0,3.0,2.0,5.0,True,"{'10-20': 205.89999999999998, '0-10': 85.9}","{'10-20': 583.7, '0-10': 456.20000000000005}"
11.0,16.0,"{'10-20': 2.6, '0-10': 1}","{'10-20': 1.2000000000000002, '0-10': -0.4}",26555.0,396.0,45150.0,"{'10-20': -19.399999999999977, '0-10': 119.39999999999998}","{'10-20': 1243.1999999999998, '0-10': 1032.3}",3.0,13672.0,"{'10-20': 533, '0-10': 321.1}",12300.0,10.0,JUNGLE,150.0,27.0,97.0,5,126557.0,13902.0,26594.0,NONE,30.0,203441.0,23653.0,42630.0,25506.0,46.0,288.0,20671.0,2403.0,684.0,32.0,11.0,4.0,12.0,True,"{'10-20': 246.89999999999998, '0-10': -18.39999999999995}","{'10-20': 680.4, '0-10': 419.40000000000003}"
12.0,15.0,"{'10-20': 0.5, '0-10': 0.3}","{'10-20': -1, '0-10': 0.19999999999999998}",27874.0,992.0,36082.0,"{'10-20': 432.6, '0-10': 62.99999999999994}","{'10-20': 1611.1, '0-10': 866.4}",2.0,12814.0,"{'10-20': 442.40000000000003, '0-10': 329}",9875.0,11.0,JUNGLE,135.0,32.0,67.0,7,103582.0,11153.0,28899.0,NONE,31.0,158592.0,17418.0,37199.0,19969.0,19.0,245.0,12048.0,1430.0,1830.0,35.0,7.0,4.0,8.0,True,"{'10-20': 212.8, '0-10': 79.6}","{'10-20': 627.8, '0-10': 347.2}"
29.0,18.0,"{'10-20': 2.0999999999999996, '0-10': 0.5}",,2505.0,2505.0,47221.0,,"{'10-20': 2096.3, '0-10': 1145.6}",17.0,16260.0,"{'10-20': 641.1, '0-10': 510.4}",14800.0,12.0,JUNGLE,0.0,,,2,60727.0,26724.0,30858.0,NONE,44.0,64465.0,30463.0,52181.0,8511.0,40.0,218.0,3738.0,3738.0,3980.0,0.0,0.0,,,True,,"{'10-20': 1348.4, '0-10': 695}"
16.0,15.0,"{'10-20': 1.5, '0-10': 0.4}","{'10-20': 0.30000000000000004, '0-10': -0.4}",32715.0,998.0,40899.0,"{'10-20': -337.99999999999994, '0-10': -164.20000000000005}","{'10-20': 910, '0-10': 856.3}",0.0,13153.0,"{'10-20': 744.7, '0-10': 350.5}",12925.0,9.0,JUNGLE,160.0,12.0,96.0,9,68838.0,7099.0,15770.0,NONE,47.0,155508.0,16567.0,19738.0,10694.0,20.0,801.0,15350.0,1406.0,877.0,17.0,1.0,1.0,2.0,True,"{'10-20': 431.30000000000007, '0-10': 44.69999999999999}","{'10-20': 739.9000000000001, '0-10': 466.7}"
18.0,16.0,"{'10-20': 0.2, '0-10': 0.1, '20-30': 0.4}","{'10-20': -0.8, '0-10': -0.4, '20-30': -0.7}",22058.0,3716.0,35102.0,"{'10-20': 231.69999999999993, '0-10': 48.5, '20-30': -445.6}","{'10-20': 1445.8, '0-10': 871.1, '20-30': 1608.6999999999998}",9.0,12230.0,"{'10-20': 299.3, '0-10': 329.1, '20-30': 308.9}",11350.0,5.0,JUNGLE,146.0,12.0,90.0,7,133043.0,24074.0,27438.0,NONE,22.0,166733.0,32014.0,44963.0,18848.0,10.0,524.0,26557.0,7467.0,1755.0,35.0,8.0,4.0,10.0,True,"{'10-20': -241.4, '0-10': 65.90000000000002, '20-30': 31.49999999999997}","{'10-20': 322.79999999999995, '0-10': 388.4, '20-30': 541.4}"
12.0,14.0,"{'10-20': 1.2, '0-10': 0.7}","{'10-20': 0.19999999999999998, '0-10': 0.5}",23745.0,34.0,9226.0,"{'10-20': 189.29999999999995, '0-10': 30.5}","{'10-20': 1066.2, '0-10': 740}",2.0,10821.0,"{'10-20': 583.5999999999999, '0-10': 317}",10575.0,8.0,JUNGLE,155.0,37.0,72.0,6,16156.0,966.0,13891.0,NONE,22.0,147576.0,9497.0,19160.0,13265.0,22.0,292.0,9631.0,1039.0,0.0,17.0,7.0,0.0,6.0,True,"{'10-20': 312.7, '0-10': 127.89999999999999}","{'10-20': 714.3, '0-10': 429.5}"
12.0,13.0,"{'10-20': 1.1, '0-10': 0.4}","{'10-20': -1.0999999999999999, '0-10': -0.7}",32017.0,1373.0,21503.0,"{'10-20': -484.09999999999997, '0-10': 60.79999999999998}","{'10-20': 635.3, '0-10': 594.3}",0.0,9502.0,"{'10-20': 479.3, '0-10': 356.9}",8460.0,7.0,JUNGLE,110.0,14.0,59.0,10,73418.0,5712.0,10899.0,NONE,23.0,110954.0,8003.0,14019.0,7074.0,19.0,982.0,13966.0,814.0,493.0,29.0,5.0,7.0,3.0,True,"{'10-20': 122.4, '0-10': 43.30000000000001}","{'10-20': 510.6, '0-10': 427.20000000000005}"
9.0,14.0,"{'10-20': 0.30000000000000004, '0-10': 0.5}","{'10-20': -0.29999999999999993, '0-10': 0.09999999999999998}",30463.0,1100.0,30189.0,"{'10-20': -170.89999999999998, '0-10': 110.10000000000002}","{'10-20': 1068, '0-10': 743.3}",2.0,11516.0,"{'10-20': 499.9, '0-10': 311.8}",10550.0,9.0,JUNGLE,134.0,16.0,80.0,2,99328.0,9552.0,20742.0,NONE,13.0,153833.0,12125.0,26842.0,12737.0,21.0,551.0,12750.0,711.0,671.0,26.0,6.0,6.0,12.0,True,"{'10-20': 43.70000000000002, '0-10': -44.599999999999994}","{'10-20': 497.20000000000005, '0-10': 350.1}"
10.0,15.0,"{'10-20': 1.9, '0-10': 0.8}",,27518.0,1207.0,15738.0,,"{'10-20': 944, '0-10': 655.8}",5.0,12557.0,"{'10-20': 470.29999999999995, '0-10': 346.4}",11550.0,9.0,JUNGLE,112.0,0.0,78.0,3,15652.0,342.0,16607.0,NONE,9.0,147667.0,15920.0,22856.0,8020.0,40.0,294.0,11740.0,1604.0,2271.0,35.0,6.0,4.0,7.0,True,,"{'10-20': 552, '0-10': 431.3}"
12.0,14.0,"{'10-20': 2.2, '0-10': 0.6}","{'10-20': 1.2, '0-10': -0.20000000000000007}",19575.0,7347.0,21124.0,"{'10-20': -934.5, '0-10': -89.19999999999999}","{'10-20': 792.0999999999999, '0-10': 761.7}",3.0,12056.0,"{'10-20': 516.8, '0-10': 287.1}",9925.0,9.0,JUNGLE,133.0,16.0,91.0,4,23626.0,3829.0,18071.0,NONE,14.0,165681.0,24271.0,26633.0,12664.0,33.0,181.0,9240.0,1677.0,2372.0,28.0,3.0,3.0,4.0,True,"{'10-20': 62.39999999999998, '0-10': -28.400000000000006}","{'10-20': 556.5, '0-10': 354.9}"
8.0,15.0,"{'10-20': 0.8, '0-10': 0.1}","{'10-20': -1.4, '0-10': -0.7000000000000001}",37028.0,2840.0,14195.0,"{'10-20': -57.10000000000002, '0-10': 104.89999999999992}","{'10-20': 1238.4, '0-10': 971.0999999999999}",1.0,12048.0,"{'10-20': 592.4, '0-10': 371.9}",10650.0,9.0,JUNGLE,175.0,23.0,103.0,4,16799.0,945.0,17530.0,NONE,5.0,176148.0,17103.0,26408.0,18727.0,12.0,118.0,16115.0,824.0,212.0,26.0,4.0,6.0,6.0,True,"{'10-20': 89.29999999999995, '0-10': 151.99999999999997}","{'10-20': 660.9, '0-10': 483.79999999999995}"
8.0,14.0,"{'10-20': 2.4000000000000004, '0-10': 0.1}","{'10-20': 1.4000000000000001, '0-10': -0.9}",37564.0,360.0,8784.0,"{'10-20': -425, '0-10': -101.90000000000003}","{'10-20': 728.6, '0-10': 628.7}",4.0,9912.0,"{'10-20': 472.29999999999995, '0-10': 279}",8935.0,4.0,JUNGLE,159.0,8.0,97.0,1,153412.0,10960.0,9322.0,NONE,10.0,178474.0,13102.0,15860.0,6445.0,29.0,435.0,15375.0,1208.0,606.0,18.0,3.0,2.0,4.0,True,"{'10-20': 295.6, '0-10': -34.99999999999997}","{'10-20': 697.1, '0-10': 324.4}"
5.0,15.0,"{'10-20': 9.9, '0-10': 8.5}",,9186.0,3861.0,19975.0,,"{'10-20': 983.1, '0-10': 413.70000000000005}",3.0,10928.0,"{'10-20': 521, '0-10': 316.6}",9550.0,5.0,JUNGLE,20.0,8.0,7.0,9,84891.0,10141.0,16606.0,NONE,18.0,152228.0,15605.0,22619.0,2794.0,201.0,285.0,904.0,168.0,526.0,22.0,4.0,2.0,8.0,True,,"{'10-20': 607, '0-10': 513.6}"
10.0,14.0,"{'10-20': 1.3, '0-10': 0.2}",,43045.0,0.0,22960.0,,"{'10-20': 1215.2, '0-10': 858.5}",2.0,11125.0,"{'10-20': 516.3, '0-10': 306.9}",11200.0,10.0,JUNGLE,124.0,16.0,63.0,10,108212.0,12327.0,20667.0,NONE,10.0,152475.0,18039.0,29287.0,18057.0,20.0,505.0,37073.0,5672.0,960.0,26.0,6.0,3.0,8.0,True,,"{'10-20': 573.3, '0-10': 380.1}"
6.0,13.0,"{'10-20': 2.1, '0-10': 0.1}","{'10-20': 1.2000000000000002, '0-10': -0.19999999999999998}",44177.0,4650.0,18958.0,"{'10-20': 69.00000000000006, '0-10': 199.5}","{'10-20': 1177.1, '0-10': 1073.7}",2.0,10548.0,"{'10-20': 550.3, '0-10': 347.5}",9325.0,7.0,JUNGLE,120.0,11.0,64.0,3,114482.0,11930.0,17587.0,NONE,10.0,151813.0,16100.0,27228.0,15923.0,24.0,478.0,30536.0,4161.0,826.0,20.0,1.0,6.0,2.0,True,"{'10-20': 134.40000000000003, '0-10': 68.90000000000003}","{'10-20': 544.4000000000001, '0-10': 414.70000000000005}"
14.0,14.0,"{'10-20': 2.3, '0-10': 0.9}","{'10-20': 0.8, '0-10': -0.09999999999999992}",17122.0,155.0,29141.0,"{'10-20': 562.5999999999999, '0-10': 291.9}","{'10-20': 1563.1999999999998, '0-10': 974.7}",5.0,10068.0,"{'10-20': 429.9, '0-10': 317.9}",9125.0,4.0,JUNGLE,104.0,0.0,77.0,5,14462.0,978.0,21252.0,NONE,55.0,120930.0,16044.0,38082.0,43038.0,38.0,545.0,11044.0,1210.0,6186.0,23.0,5.0,1.0,6.0,True,"{'10-20': -0.19999999999998863, '0-10': -22.400000000000006}","{'10-20': 481.8, '0-10': 400.9}"
12.0,14.0,"{'10-20': 0.2, '0-10': 1}","{'10-20': -2, '0-10': 0}",20792.0,1534.0,17651.0,"{'10-20': 470.2000000000001, '0-10': 84.5}","{'10-20': 1257.4, '0-10': 640.2}",3.0,9967.0,"{'10-20': 458.4, '0-10': 271.1}",8450.0,5.0,JUNGLE,109.0,24.0,55.0,9,71488.0,10627.0,14333.0,NONE,15.0,118080.0,14611.0,24620.0,9507.0,16.0,417.0,11132.0,990.0,1291.0,28.0,6.0,3.0,14.0,True,"{'10-20': 45.79999999999998, '0-10': 86.39999999999999}","{'10-20': 494.6, '0-10': 396.29999999999995}"
14.0,14.0,"{'10-20': 1.3, '0-10': 1.4}","{'10-20': 0, '0-10': 0.8999999999999999}",33751.0,715.0,11796.0,"{'10-20': 120.29999999999998, '0-10': 72.10000000000008}","{'10-20': 789.5, '0-10': 777.7}",4.0,9646.0,"{'10-20': 405.29999999999995, '0-10': 258.4}",9525.0,2.0,JUNGLE,126.0,9.0,77.0,1,13525.0,614.0,17452.0,NONE,27.0,146234.0,11736.0,23027.0,11787.0,31.0,224.0,11551.0,404.0,1034.0,25.0,5.0,1.0,7.0,True,"{'10-20': 83.6, '0-10': -52.19999999999999}","{'10-20': 533.6, '0-10': 363.6}"
14.0,14.0,"{'10-20': 1.5, '0-10': 1.7000000000000002}",,30130.0,1363.0,12992.0,,"{'10-20': 947, '0-10': 601.9}",3.0,11363.0,"{'10-20': 425.79999999999995, '0-10': 352.5}",10675.0,5.0,JUNGLE,110.0,4.0,66.0,3,15062.0,752.0,18219.0,NONE,31.0,144954.0,16615.0,24092.0,12097.0,49.0,215.0,13088.0,959.0,614.0,25.0,5.0,2.0,6.0,True,,"{'10-20': 449, '0-10': 463.9}"
12.0,15.0,"{'10-20': 7.9, '0-10': 8.1}",,12745.0,6962.0,13265.0,,"{'10-20': 627.2, '0-10': 356.7}",4.0,14019.0,"{'10-20': 526.5, '0-10': 260.2}",13450.0,8.0,JUNGLE,20.0,8.0,8.0,6,161988.0,20196.0,14285.0,NONE,19.0,164672.0,21441.0,19987.0,7187.0,212.0,161.0,2452.0,1014.0,1005.0,19.0,2.0,4.0,10.0,True,,"{'10-20': 509.6, '0-10': 309}"
18.0,15.0,"{'10-20': 1.7, '0-10': 0.6000000000000001}",,23272.0,2035.0,21958.0,,"{'10-20': 812.7, '0-10': 569.5}",4.0,11020.0,"{'10-20': 383.29999999999995, '0-10': 302.7}",10850.0,3.0,JUNGLE,140.0,8.0,96.0,9,27079.0,1680.0,15724.0,NONE,9.0,161121.0,16476.0,22969.0,10540.0,37.0,147.0,12390.0,816.0,1697.0,44.0,8.0,12.0,7.0,True,,"{'10-20': 557.7, '0-10': 400.4}"
9.0,16.0,"{'10-20': 0.7999999999999999, '0-10': 0, '20-30': 1}","{'10-20': -0.20000000000000007, '0-10': -1.1, '20-30': 0.10000000000000003}",22240.0,0.0,22653.0,"{'10-20': -48.59999999999991, '0-10': -88.29999999999995, '20-30': 339.20000000000005}","{'10-20': 1154.2, '0-10': 631.3, '20-30': 1502.5}",9.0,11898.0,"{'10-20': 379.5, '0-10': 272.5, '20-30': 410.5}",11325.0,8.0,JUNGLE,139.0,8.0,94.0,4,125648.0,12590.0,24641.0,NONE,17.0,159188.0,16963.0,37055.0,15067.0,18.0,289.0,24683.0,4373.0,1249.0,36.0,7.0,2.0,7.0,True,"{'10-20': -92.70000000000002, '0-10': -67.4, '20-30': 209.6}","{'10-20': 501, '0-10': 302.79999999999995, '20-30': 621.8}"
