assists,champLevel,creepsPerMinDeltas,csDiffPerMinDeltas,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,deaths,goldEarned,goldPerMinDeltas,goldSpent,kills,lane,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,participantId,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,role,timeCCingOthers,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,totalTimeCrowdControlDealt,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,visionScore,visionWardsBoughtInGame,wardsKilled,wardsPlaced,win,xpDiffPerMinDeltas,xpPerMinDeltas
14.0,12.0,"{'10-20': 0.9, '0-10': 0.30000000000000004, '20-30': 0.4}","{'10-20': 0.050000000000000044, '0-10': -1.7, '20-30': -2}",570.0,280.0,8969.0,"{'10-20': 168.55, '0-10': 71.75000000000003, '20-30': 227.5}","{'10-20': 537.1, '0-10': 311.5, '20-30': 966.8}",6.0,7896.0,"{'10-20': 283.4, '0-10': 216.39999999999998, '20-30': 222.9}",7805.0,2.0,BOTTOM,0.0,0.0,0.0,4,1180.0,534.0,12776.0,DUO_SUPPORT,31.0,13123.0,6222.0,21000.0,8015.0,16.0,148.0,0.0,0.0,1185.0,81.0,20.0,13.0,55.0,False,"{'10-20': 2.9000000000000057, '0-10': -17.349999999999994, '20-30': -234.7}","{'10-20': 337.3, '0-10': 241.20000000000002, '20-30': 284.1}"
9.0,13.0,"{'10-20': 1.4, '0-10': 1, '30-end': 0.2, '20-30': 1.2}","{'10-20': 0.6499999999999999, '0-10': -2.0999999999999996, '30-end': 2.5, '20-30': -0.3999999999999999}",2239.0,591.0,37810.0,"{'10-20': -91.09999999999997, '0-10': 305.65, '30-end': 566.7, '20-30': 5.449999999999989}","{'10-20': 555, '0-10': 626.4, '30-end': 1123.2, '20-30': 928.1}",10.0,8287.0,"{'10-20': 244, '0-10': 154.7, '30-end': 189.4, '20-30': 261.4}",7875.0,0.0,BOTTOM,0.0,0.0,0.0,4,3763.0,410.0,18950.0,DUO_SUPPORT,22.0,20687.0,3302.0,29734.0,2398.0,38.0,61.0,6547.0,916.0,950.0,94.0,13.0,12.0,54.0,False,"{'10-20': 162.65000000000003, '0-10': -140.14999999999998, '30-end': 183.79999999999995, '20-30': -160.20000000000002}","{'10-20': 379.5, '0-10': 200.6, '30-end': 349.8, '20-30': 264.5}"
14.0,12.0,"{'10-20': 1.7, '0-10': 1.4}",,975.0,424.0,17122.0,,"{'10-20': 798.3, '0-10': 432.70000000000005}",8.0,6584.0,"{'10-20': 283.9, '0-10': 202.2}",5950.0,2.0,BOTTOM,0.0,0.0,0.0,9,5141.0,1531.0,11711.0,SOLO,23.0,25928.0,7301.0,19188.0,5109.0,36.0,75.0,5443.0,1044.0,584.0,51.0,14.0,11.0,32.0,False,,"{'10-20': 348.6, '0-10': 277.8}"
4.0,10.0,"{'10-20': 1.1, '0-10': 0.3}","{'10-20': 0.24999999999999956, '0-10': 0.7999999999999996}",184.0,184.0,6145.0,"{'10-20': -89.05000000000004, '0-10': -32.50000000000004}","{'10-20': 383.7, '0-10': 229.5}",3.0,5235.0,"{'10-20': 208.1, '0-10': 182.89999999999998}",5635.0,0.0,BOTTOM,0.0,0.0,0.0,4,2148.0,1056.0,5380.0,DUO_SUPPORT,25.0,9873.0,5034.0,10696.0,549.0,16.0,206.0,0.0,0.0,989.0,53.0,8.0,8.0,28.0,False,"{'10-20': -52.80000000000004, '0-10': -15.599999999999994}","{'10-20': 284.2, '0-10': 301.4}"
20.0,12.0,"{'10-20': 1.4, '0-10': 1.7}","{'10-20': 0.7000000000000002, '0-10': 1.0499999999999998}",4803.0,2159.0,26974.0,"{'10-20': -69.89999999999995, '0-10': -33.400000000000006}","{'10-20': 302.1, '0-10': 447.6}",6.0,8725.0,"{'10-20': 311.1, '0-10': 297.5}",8125.0,1.0,BOTTOM,0.0,0.0,0.0,7,2084.0,114.0,9792.0,DUO_SUPPORT,45.0,39885.0,11795.0,19418.0,0.0,35.0,91.0,7062.0,654.0,581.0,67.0,21.0,7.0,54.0,False,"{'10-20': 40.94999999999996, '0-10': 69.80000000000003}","{'10-20': 269.5, '0-10': 305.8}"
21.0,14.0,"{'10-20': 0.9, '0-10': 1.1, '20-30': 0.6}",,2290.0,567.0,13927.0,,"{'10-20': 569.4, '0-10': 258.9, '20-30': 735.3}",6.0,9371.0,"{'10-20': 319.7, '0-10': 242.4, '20-30': 242.79999999999998}",7875.0,2.0,BOTTOM,0.0,0.0,0.0,7,5226.0,1469.0,9641.0,DUO_SUPPORT,28.0,30082.0,11642.0,19964.0,2363.0,27.0,169.0,0.0,0.0,1118.0,73.0,11.0,11.0,31.0,False,,"{'10-20': 393.5, '0-10': 265.8, '20-30': 371.70000000000005}"
6.0,11.0,"{'10-20': 1.6, '0-10': 1.5}","{'10-20': 2.0000000000000004, '0-10': 1.8000000000000003}",715.0,715.0,9148.0,"{'10-20': -64.05000000000004, '0-10': -27.19999999999999}","{'10-20': 866.7, '0-10': 312.1}",8.0,7495.0,"{'10-20': 283.5, '0-10': 258.3}",7400.0,2.0,BOTTOM,0.0,0.0,0.0,5,13514.0,4617.0,13216.0,DUO_SUPPORT,17.0,19141.0,5481.0,20717.0,4819.0,41.0,113.0,5627.0,863.0,95.0,73.0,12.0,11.0,54.0,False,"{'10-20': -2.299999999999983, '0-10': 53.24999999999997}","{'10-20': 297.1, '0-10': 266.5}"
8.0,10.0,"{'10-20': 2.1, '0-10': 1.9000000000000001}","{'10-20': -0.19999999999999973, '0-10': -0.7499999999999996}",0.0,0.0,4572.0,"{'10-20': -155.2, '0-10': -67.04999999999997}","{'10-20': 351.8, '0-10': 164.5}",3.0,5220.0,"{'10-20': 253.89999999999998, '0-10': 160}",5125.0,0.0,BOTTOM,0.0,0.0,0.0,6,4738.0,587.0,2123.0,DUO_SUPPORT,16.0,14998.0,2146.0,7025.0,739.0,42.0,120.0,5073.0,0.0,196.0,41.0,7.0,7.0,18.0,False,"{'10-20': -71.75, '0-10': -25.450000000000003}","{'10-20': 363.4, '0-10': 224.2}"
3.0,10.0,"{'10-20': 0.9, '0-10': 1.1}","{'10-20': -1.7499999999999998, '0-10': -0.55}",648.0,250.0,4673.0,"{'10-20': 326.79999999999995, '0-10': 173.5}","{'10-20': 648.7, '0-10': 330.6}",5.0,5275.0,"{'10-20': 220.7, '0-10': 215.5}",4850.0,0.0,BOTTOM,0.0,0.0,0.0,4,44925.0,8127.0,4606.0,DUO_SUPPORT,27.0,45057.0,8127.0,11687.0,7278.0,21.0,109.0,132.0,0.0,373.0,29.0,0.0,8.0,20.0,False,"{'10-20': -118.24999999999994, '0-10': -13.650000000000006}","{'10-20': 335.9, '0-10': 286.1}"
7.0,8.0,"{'10-20': 1.8, '0-10': 1.4}",,2168.0,0.0,11657.0,,"{'10-20': 1055.5, '0-10': 451.70000000000005}",9.0,4521.0,"{'10-20': 207.5, '0-10': 187.8}",4450.0,1.0,BOTTOM,0.0,0.0,0.0,8,3829.0,1159.0,7154.0,DUO_SUPPORT,23.0,15285.0,4038.0,15072.0,170.0,32.0,37.0,6830.0,750.0,1379.0,14.0,8.0,6.0,7.0,False,,"{'10-20': 235.4, '0-10': 258.5}"
